CustomerID,Recency,Frequency,Monetary,TotalUnits,UniqueSKUs,AvgUnitPrice,Tenure,AOV,AvgBasketSize,CancelledOrders,CancellationRate
12373,311,1,324.6,196,13,1.8576923076923075,0,324.6,196.0,0,0.0
12374,25,1,622.93,339,32,3.1015625,0,622.93,339.0,0,0.0
12375,11,2,377.5,176,13,2.5013333333333336,87,188.75,88.0,1,0.3333333333333333
12377,315,2,1548.12,942,71,2.2282894736842103,39,774.06,471.0,0,0.0
12378,130,1,4008.62,2529,219,2.9974429223744297,0,4008.62,2529.0,0,0.0
12379,82,2,777.24,402,38,2.2276315789473684,88,388.62,201.0,1,0.3333333333333333
12380,22,4,2427.81,1110,76,2.8238,164,606.9525,277.5,1,0.2
12381,5,3,1474.81,797,69,3.377317073170732,115,491.6033333333333,265.6666666666667,1,0.25
12383,185,5,1628.56,1518,83,2.421382978723404,167,325.712,303.6,1,0.16666666666666666
12384,29,2,425.27000000000004,122,25,5.3096000000000005,92,212.63500000000002,61.0,1,0.3333333333333333
12386,338,2,401.9,354,10,2.391,29,200.95,177.0,0,0.0
12388,16,6,2780.66,1462,57,2.7777,311,463.4433333333333,243.66666666666666,0,0.0
12390,80,1,504.84000000000003,350,31,3.641935483870968,0,504.84000000000003,350.0,0,0.0
12391,22,1,439.66,293,92,2.416774193548387,0,439.66,293.0,0,0.0
12393,72,4,1582.6000000000001,816,47,2.2796875,260,395.65000000000003,204.0,0,0.0
12394,64,2,1080.48,808,25,2.3204,153,540.24,404.0,0,0.0
12395,19,12,2682.63,2097,90,2.987083333333333,351,223.5525,174.75,3,0.2
12397,36,2,2214.9,1250,109,3.282258064516129,99,1107.45,625.0,0,0.0
12398,46,1,1435.66,1389,84,1.5402380952380952,0,1435.66,1389.0,0,0.0
12399,119,4,1033.65,1173,46,1.1774545454545455,142,258.4125,293.25,0,0.0
12401,303,1,69.3,10,4,8.35,0,69.3,10.0,0,0.0
12402,323,1,195.6,92,10,2.12,0,195.6,92.0,0,0.0
12403,50,1,391.7,94,4,4.3500000000000005,0,391.7,94.0,0,0.0
12405,149,1,1390.39,849,53,2.856415094339623,0,1390.39,849.0,0,0.0
12406,22,2,3415.3,1818,92,2.487047619047619,161,1707.65,909.0,1,0.3333333333333333
12407,50,5,1507.1200000000001,1403,56,2.410972222222222,214,301.42400000000004,280.6,0,0.0
12408,33,5,2618.55,1391,80,2.548514851485148,227,523.71,278.2,3,0.375
12409,79,3,11072.67,5551,91,3.574495412844037,103,3690.89,1850.3333333333333,4,0.5714285714285714
12410,309,2,533.33,207,25,4.9888,0,266.665,103.5,1,0.3333333333333333
12412,75,3,1142.88,824,42,1.9748275862068967,94,380.96000000000004,274.6666666666667,0,0.0
12413,67,3,686.1,282,28,4.065,270,228.70000000000002,94.0,1,0.25
12414,217,3,442.41,297,15,2.284,93,147.47,99.0,0,0.0
12415,24,20,124564.53,77373,443,2.450322580645161,313,6228.2265,3868.65,4,0.16666666666666666
12417,3,9,3226.1,1527,157,4.775300546448087,354,358.4555555555555,169.66666666666666,3,0.25
12418,113,1,668.58,407,34,3.5644117647058824,0,668.58,407.0,0,0.0
12420,64,1,600.39,345,29,4.707241379310345,0,600.39,345.0,0,0.0
12421,16,4,639.04,478,31,2.229512195121951,303,159.76,119.5,0,0.0
12422,96,3,683.5600000000001,367,38,2.293421052631579,229,227.85333333333335,122.33333333333333,0,0.0
12423,1,8,1634.31,1324,96,2.087179487179487,352,204.28875,165.5,1,0.1111111111111111
12424,163,2,1760.96,740,30,2.780666666666667,0,880.48,370.0,0,0.0
12425,78,1,777.2,496,36,2.5644444444444443,0,777.2,496.0,0,0.0
12426,195,1,510.73,254,29,3.451379310344828,0,510.73,254.0,0,0.0
12427,22,3,699.8,526,25,3.152142857142857,349,233.26666666666665,175.33333333333334,2,0.4
12428,26,8,6405.26,3509,256,2.9437630662020906,257,800.6575,438.625,3,0.2727272727272727
12429,9,4,3388.4,1538,81,3.065744680851064,356,847.1,384.5,0,0.0
12430,43,1,216.4,116,10,2.848,0,216.4,116.0,0,0.0
12431,36,15,6314.95,2889,162,3.675603448275862,338,420.99666666666667,192.6,3,0.16666666666666666
12432,43,4,4359.32,1800,106,4.107383177570093,129,1089.83,450.0,0,0.0
12433,1,7,13375.87,11071,219,2.1927380952380955,372,1910.8385714285716,1581.5714285714287,0,0.0
12434,85,2,806.14,394,46,3.6726,175,403.07,197.0,2,0.5
12435,80,2,7829.89,2055,31,5.479166666666667,188,3914.945,1027.5,0,0.0
12436,100,1,429.01000000000005,209,15,2.952,0,429.01000000000005,209.0,0,0.0
12437,2,18,4447.41,2894,117,2.8722826086956523,329,247.07833333333332,160.77777777777777,1,0.05263157894736842
12438,14,2,2466.85,1169,83,3.142708333333333,125,1233.425,584.5,0,0.0
12441,367,1,155.55,120,10,2.271,0,155.55,120.0,0,0.0
12442,3,1,144.06,181,11,1.0981818181818181,0,144.06,181.0,0,0.0
12444,21,5,4085.46,1130,137,5.576337209302325,149,817.092,226.0,0,0.0
12445,22,1,77.4,60,3,1.3166666666666667,0,77.4,60.0,0,0.0
12446,58,1,1002.3100000000001,351,57,4.352631578947368,0,1002.3100000000001,351.0,0,0.0
12447,243,1,431.49,187,25,3.1172000000000004,0,431.49,187.0,0,0.0
12448,44,1,365.45,240,21,4.901904761904762,0,365.45,240.0,0,0.0
12449,22,4,3596.29,1523,117,3.4368449197860964,164,899.0725,380.75,0,0.0
12450,156,2,197.88,128,7,1.6175,17,98.94,64.0,0,0.0
12451,11,5,8995.52,6574,264,2.3437110481586405,313,1799.104,1314.8,1,0.16666666666666666
12452,17,1,348.57,181,20,2.8835,0,348.57,181.0,0,0.0
12453,134,1,707.09,473,43,2.393255813953488,0,707.09,473.0,0,0.0
12454,56,1,3528.34,1006,15,7.282,0,3528.34,1006.0,1,0.5
12455,73,5,2339.86,2084,84,1.8658823529411763,223,467.97200000000004,416.8,0,0.0
12456,44,3,2581.04,1618,104,2.7300819672131147,210,860.3466666666667,539.3333333333334,1,0.25
12457,66,6,2043.23,835,52,3.595593220338983,172,340.53833333333336,139.16666666666666,5,0.45454545454545453
12458,71,2,787.4,502,34,2.3444444444444446,213,393.7,251.0,0,0.0
12461,155,1,626.88,282,34,3.2076470588235293,0,626.88,282.0,0,0.0
12462,19,2,937.59,527,50,3.9125,284,468.795,263.5,2,0.5
12463,53,4,1200.78,768,64,2.2862025316455696,188,300.195,192.0,2,0.3333333333333333
12464,10,8,957.05,95,5,10.825000000000001,299,119.63125,11.875,0,0.0
12465,17,2,682.1899999999999,475,45,2.216,152,341.09499999999997,237.5,1,0.3333333333333333
12468,188,2,657.54,362,35,2.710277777777778,128,328.77,181.0,1,0.3333333333333333
12471,2,27,17388.649999999998,8092,148,2.605525114155251,362,644.024074074074,299.7037037037037,18,0.4
12472,32,7,6068.11,4120,218,2.0687048192771083,336,866.8728571428571,588.5714285714286,6,0.46153846153846156
12473,54,3,2585.73,2394,138,1.8105,138,861.91,798.0,1,0.25
12474,17,18,6694.09,4798,252,2.265615763546798,312,371.8938888888889,266.55555555555554,12,0.4
12475,54,1,669.38,532,35,2.5108571428571427,0,669.38,532.0,0,0.0
12476,16,11,5898.42,2357,176,4.3019196428571425,345,536.22,214.27272727272728,9,0.45
12477,23,6,13219.74,3653,191,4.3832,278,2203.29,608.8333333333334,3,0.3333333333333333
12478,4,1,545.99,233,35,3.3817142857142857,0,545.99,233.0,0,0.0
12479,11,1,473.2,382,30,2.1576666666666666,0,473.2,382.0,2,0.6666666666666666
12480,28,4,2885.63,1685,128,2.738,307,721.4075,421.25,0,0.0
12481,23,10,5003.82,3262,149,2.8625,342,500.38199999999995,326.2,1,0.09090909090909091
12483,17,8,1910.98,1094,45,2.2626470588235295,322,238.8725,136.75,3,0.2727272727272727
12484,35,4,3939.32,2166,255,2.8323893805309734,301,984.83,541.5,2,0.3333333333333333
12488,10,3,1244.66,526,45,3.4705555555555554,65,414.8866666666667,175.33333333333334,0,0.0
12489,336,1,298.93,103,14,5.0442857142857145,0,298.93,103.0,0,0.0
12490,5,10,4859.93,3033,130,2.0414893617021277,324,485.99300000000005,303.3,0,0.0
12491,39,1,424.40000000000003,258,24,2.792,0,424.40000000000003,258.0,0,0.0
12492,63,2,227.21,190,18,1.7194444444444443,42,113.605,95.0,0,0.0
12493,166,2,415.74,206,19,3.657142857142857,31,207.87,103.0,1,0.3333333333333333
12494,16,7,1084.1000000000001,698,62,2.6674647887323943,349,154.8714285714286,99.71428571428571,6,0.46153846153846156
12497,82,1,953.1,1231,13,0.8338461538461538,0,953.1,1231.0,0,0.0
12498,21,3,349.70000000000005,156,20,2.8833333333333333,36,116.56666666666668,52.0,0,0.0
12500,23,11,4059.82,2667,33,3.4971153846153844,310,369.07454545454544,242.45454545454547,2,0.15384615384615385
12501,337,1,2025.39,1775,148,2.307364864864865,0,2025.39,1775.0,1,0.5
12502,96,5,2995.87,794,101,5.66556338028169,214,599.174,158.8,0,0.0
12504,18,2,428.04999999999995,87,5,7.887499999999999,12,214.02499999999998,43.5,2,0.5
12506,233,1,73.5,23,23,3.1956521739130435,0,73.5,23.0,0,0.0
12507,134,3,1052.81,885,18,2.4273684210526314,164,350.93666666666667,295.0,1,0.25
12508,26,2,397.88,271,57,1.7400000000000002,2,198.94,135.5,0,0.0
12509,284,1,158.5,54,6,3.491666666666667,0,158.5,54.0,0,0.0
12510,143,2,814.5699999999999,347,28,2.7319354838709677,182,407.28499999999997,173.5,0,0.0
12512,66,2,132.18,96,31,2.640322580645161,0,66.09,48.0,0,0.0
12513,113,1,558.29,459,34,1.7152941176470589,0,558.29,459.0,1,0.5
12514,267,1,1017.68,440,51,3.296862745098039,0,1017.68,440.0,0,0.0
12515,353,1,278.7,128,15,4.9,0,278.7,128.0,0,0.0
12516,78,2,1186.06,868,19,1.4529166666666666,102,593.03,434.0,0,0.0
12517,28,4,2301.6,1351,231,2.1956159420289856,161,575.4,337.75,1,0.2
12518,1,5,1840.89,1306,83,2.2000840336134453,109,368.178,261.2,0,0.0
12519,64,1,276.84,172,16,2.161875,0,276.84,172.0,0,0.0
12520,79,5,2346.2599999999998,1423,120,2.7880272108843536,194,469.25199999999995,284.6,1,0.16666666666666666
12521,143,1,545.68,306,37,2.5902702702702705,0,545.68,306.0,0,0.0
12522,39,2,156.72,192,10,2.4010000000000002,12,78.36,96.0,0,0.0
12523,19,11,1699.77,860,83,4.423137254901961,312,154.52454545454546,78.18181818181819,2,0.15384615384615385
12524,9,8,3945.72,3669,112,2.0298529411764705,324,493.215,458.625,0,0.0
12526,1,3,1172.66,624,63,2.7076470588235293,93,390.8866666666667,208.0,0,0.0
12527,82,3,330.71000000000004,233,17,2.0429411764705883,243,110.23666666666668,77.66666666666667,0,0.0
12528,9,6,1645.48,740,49,4.615,303,274.24666666666667,123.33333333333333,2,0.25
12530,60,4,1500.28,904,50,2.974838709677419,277,375.07,226.0,1,0.2
12531,15,1,125.22,45,17,3.8094117647058825,0,125.22,45.0,0,0.0
12532,30,1,313.83000000000004,151,15,2.744666666666667,0,313.83000000000004,151.0,0,0.0
12534,131,1,981.18,645,62,2.794032258064516,0,981.18,645.0,0,0.0
12535,92,2,716.35,219,28,4.451470588235294,94,358.175,109.5,0,0.0
12536,59,1,4279.71,2801,259,2.891158301158301,0,4279.71,2801.0,1,0.5
12538,29,1,363.95,191,21,3.6433333333333335,0,363.95,191.0,0,0.0
12539,22,4,5568.35,2067,157,4.176520146520147,311,1392.0875,516.75,0,0.0
12540,20,17,11580.24,6620,276,2.956377440347072,342,681.1905882352941,389.4117647058824,2,0.10526315789473684
12541,30,3,841.18,675,45,2.1228571428571428,251,280.3933333333333,225.0,0,0.0
12544,36,1,316.7,134,18,2.778888888888889,0,316.7,134.0,1,0.5
12545,75,2,832.39,517,41,3.0247916666666668,184,416.195,258.5,0,0.0
12546,47,2,1021.5,628,58,2.458955223880597,31,510.75,314.0,1,0.3333333333333333
12547,198,2,151.79999999999998,132,6,1.2666666666666666,82,75.89999999999999,66.0,0,0.0
12548,166,1,67.19999999999999,48,4,1.4,0,67.19999999999999,48.0,0,0.0
12550,79,1,824.83,564,56,2.6455357142857143,0,824.83,564.0,0,0.0
12551,358,1,168.0,100,10,1.6800000000000002,0,168.0,100.0,0,0.0
12552,40,1,317.82,85,19,7.49,0,317.82,85.0,0,0.0
12553,8,10,3278.28,1942,94,2.4677472527472526,321,327.82800000000003,194.2,4,0.2857142857142857
12556,50,2,599.56,355,100,2.6860504201680673,100,299.78,177.5,0,0.0
12557,16,5,11990.960000000001,4384,15,2.1766666666666667,355,2398.192,876.8,0,0.0
12558,8,1,269.96,196,11,1.25,0,269.96,196.0,1,0.5
12559,311,2,525.71,281,20,2.8265000000000002,8,262.855,140.5,1,0.3333333333333333
12560,5,2,1918.01,1098,90,2.5622330097087382,137,959.005,549.0,1,0.3333333333333333
12561,303,1,238.85,177,16,2.964375,0,238.85,177.0,0,0.0
12562,8,7,3385.7400000000002,1757,98,2.544223602484472,190,483.6771428571429,251.0,0,0.0
12564,261,1,402.9,130,20,4.955,0,402.9,130.0,0,0.0
12565,289,1,145.92,80,9,2.351111111111111,0,145.92,80.0,1,0.5
12566,86,1,297.65,262,18,3.1205555555555557,0,297.65,262.0,1,0.5
12567,23,10,8609.28,4261,322,3.141963470319635,346,860.9280000000001,426.1,1,0.09090909090909091
12569,2,32,3152.69,1747,91,2.9535031847133757,250,98.5215625,54.59375,1,0.030303030303030304
12571,40,2,519.61,523,31,1.3205882352941176,81,259.805,261.5,0,0.0
12572,9,2,912.42,446,52,3.752931034482759,43,456.21,223.0,1,0.3333333333333333
12573,227,1,160.54000000000002,84,26,2.0964285714285715,0,160.54000000000002,84.0,0,0.0
12574,316,1,182.45000000000002,59,10,3.9200000000000004,0,182.45000000000002,59.0,0,0.0
12576,36,5,1315.83,967,72,2.4045454545454543,268,263.166,193.4,1,0.16666666666666666
12577,35,3,622.65,468,136,1.7208275862068967,323,207.54999999999998,156.0,1,0.25
12578,21,2,2402.51,1182,110,2.713392857142857,308,1201.255,591.0,2,0.5
12579,78,1,386.42,282,28,2.815,0,386.42,282.0,1,0.5
12580,247,1,379.7,236,23,1.9382608695652173,0,379.7,236.0,0,0.0
12581,40,1,179.71,160,14,1.8135714285714286,0,179.71,160.0,0,0.0
12582,239,2,351.36,296,20,1.7550000000000001,49,175.68,148.0,0,0.0
12583,3,15,6705.38,5028,114,2.1404741379310344,370,447.0253333333333,335.2,2,0.11764705882352941
12584,4,9,2254.15,413,43,7.268421052631579,276,250.4611111111111,45.888888888888886,9,0.5
12585,234,2,1824.1,1267,76,3.1218823529411766,117,912.05,633.5,2,0.5
12586,17,1,196.94000000000003,79,11,4.190909090909091,0,196.94000000000003,79.0,1,0.5
12587,8,1,104.0,50,3,2.08,0,104.0,50.0,0,0.0
12588,39,1,174.89999999999998,52,9,6.199999999999999,0,174.89999999999998,52.0,0,0.0
12589,29,2,574.68,302,28,3.6848484848484846,115,287.34,151.0,0,0.0
12590,211,1,9341.26,4282,67,2.8988059701492537,0,9341.26,4282.0,1,0.5
12591,317,1,368.85,225,25,2.812,0,368.85,225.0,0,0.0
12592,92,2,401.6,288,10,1.4749999999999999,121,200.8,144.0,0,0.0
12593,109,3,382.09999999999997,204,13,1.8849999999999998,110,127.36666666666666,68.0,0,0.0
12594,38,9,3208.2200000000003,1772,49,2.2344736842105264,285,356.4688888888889,196.88888888888889,0,0.0
12596,51,2,450.27,468,24,2.5180000000000002,190,225.135,234.0,0,0.0
12597,19,4,3195.22,2214,183,3.4656930693069308,248,798.805,553.5,1,0.2
12598,10,7,2807.08,1952,83,2.2458267716535434,275,401.01142857142855,278.85714285714283,1,0.125
12599,29,7,888.58,948,31,1.0867272727272728,275,126.94000000000001,135.42857142857142,0,0.0
12600,29,10,2311.04,758,31,3.154074074074074,342,231.10399999999998,75.8,0,0.0
12601,190,5,487.06,240,20,4.013478260869565,142,97.412,48.0,1,0.16666666666666666
12602,59,1,153.12,162,12,1.9708333333333332,0,153.12,162.0,0,0.0
12603,22,1,613.1999999999999,56,1,10.95,0,613.1999999999999,56.0,0,0.0
12604,79,2,236.18,200,14,1.564,182,118.09,100.0,0,0.0
12607,60,1,1579.51,1228,101,2.1577227722772276,0,1579.51,1228.0,1,0.5
12609,78,3,964.85,639,56,2.755614035087719,240,321.6166666666667,213.0,0,0.0
12610,23,4,1747.54,1039,84,3.7707843137254904,103,436.885,259.75,2,0.3333333333333333
12611,52,1,1193.32,846,65,2.675076923076923,0,1193.32,846.0,0,0.0
12612,74,1,668.0400000000001,260,18,3.6855555555555557,0,668.0400000000001,260.0,1,0.5
12613,57,4,3092.38,1630,123,2.466510067114094,204,773.095,407.5,1,0.2
12614,278,1,315.6,76,20,5.61,0,315.6,76.0,0,0.0
12615,2,4,2093.19,1365,81,2.499108910891089,166,523.2975,341.25,0,0.0
12616,95,2,641.3,280,24,2.875,202,320.65,140.0,3,0.6
12617,29,1,352.98,210,39,1.928780487804878,0,352.98,210.0,0,0.0
12618,22,1,137.31,95,10,3.3020000000000005,0,137.31,95.0,0,0.0
12619,16,8,2945.56,3360,48,1.4562195121951218,237,368.195,420.0,3,0.2727272727272727
12620,15,3,1303.41,1179,88,1.9736263736263735,189,434.47,393.0,0,0.0
12621,2,20,12411.67,7369,260,2.2866369710467707,364,620.5835,368.45,3,0.13043478260869565
12622,232,1,162.1,68,10,4.513,0,162.1,68.0,0,0.0
12623,276,1,269.1,189,17,1.724705882352941,0,269.1,189.0,0,0.0
12624,106,2,569.13,351,35,3.087222222222222,71,284.565,175.5,0,0.0
12625,212,2,2413.82,1597,72,1.7945238095238096,107,1206.91,798.5,1,0.3333333333333333
12626,23,9,5954.48,3416,231,2.341719298245614,303,661.6088888888888,379.55555555555554,4,0.3076923076923077
12627,11,6,4082.53,2730,161,2.534464285714286,129,680.4216666666667,455.0,0,0.0
12628,4,3,732.46,445,33,2.453684210526316,60,244.15333333333334,148.33333333333334,1,0.25
12630,10,2,1030.88,542,59,3.3408064516129032,34,515.44,271.0,0,0.0
12631,57,1,480.5,232,30,3.355,0,480.5,232.0,0,0.0
12633,59,4,1929.98,1149,72,2.6015463917525774,229,482.495,287.25,1,0.2
12635,90,2,1509.18,1162,95,2.2093939393939395,65,754.59,581.0,0,0.0
12637,67,8,5804.9,2983,204,2.5428496042216358,256,725.6125,372.875,1,0.1111111111111111
12638,33,1,511.69,573,38,1.5747368421052632,0,511.69,573.0,0,0.0
12639,239,1,366.1,198,21,3.2476190476190476,0,366.1,198.0,0,0.0
12640,24,3,994.58,301,46,4.98,57,331.5266666666667,100.33333333333333,0,0.0
12641,115,1,145.9,71,9,3.2944444444444443,0,145.9,71.0,0,0.0
12642,25,3,905.26,546,38,2.608181818181818,82,301.75333333333333,182.0,0,0.0
12643,128,6,3041.64,1788,10,1.9172222222222222,204,506.94,298.0,0,0.0
12644,130,1,477.91,325,31,2.8045161290322578,0,477.91,325.0,0,0.0
12645,34,4,1631.18,1076,57,1.7189855072463769,282,407.795,269.0,1,0.2
12646,5,2,1346.97,897,43,2.387111111111111,44,673.485,448.5,0,0.0
12647,22,12,3146.82,1399,77,4.12256880733945,346,262.235,116.58333333333333,1,0.07692307692307693
12648,155,1,300.05,159,20,2.431,0,300.05,159.0,0,0.0
12649,107,3,569.51,583,27,1.6417241379310346,105,189.83666666666667,194.33333333333334,1,0.25
12650,3,1,242.44000000000003,250,19,1.0889473684210527,0,242.44000000000003,250.0,0,0.0
12651,335,1,114.0,78,9,2.244444444444445,0,114.0,78.0,0,0.0
12652,331,1,793.98,498,47,2.5759574468085105,0,793.98,498.0,1,0.5
12653,149,2,2209.85,919,37,2.5909302325581396,147,1104.925,459.5,0,0.0
12654,11,5,529.98,260,30,2.8229411764705885,284,105.99600000000001,52.0,0,0.0
12656,17,5,3619.17,1699,88,3.889504132231405,216,723.8340000000001,339.8,3,0.375
12657,11,4,1427.18,1032,34,4.16159090909091,67,356.795,258.0,1,0.2
12658,19,1,632.05,317,35,3.717714285714286,0,632.05,317.0,0,0.0
12659,30,1,73.68,104,4,2.135,0,73.68,104.0,0,0.0
12660,11,1,227.1,126,12,2.6875,0,227.1,126.0,0,0.0
12662,1,11,3543.78,2041,128,2.5340454545454545,372,322.1618181818182,185.54545454545453,1,0.08333333333333333
12664,8,9,4391.88,1188,9,3.362142857142857,314,487.9866666666667,132.0,0,0.0
12665,325,1,45.0,36,2,1.25,0,45.0,36.0,1,0.5
12667,58,1,460.13,391,32,2.4875,0,460.13,391.0,0,0.0
12668,12,4,3177.15,1599,114,3.0880254777070064,343,794.2875,399.75,2,0.3333333333333333
12669,151,2,1427.73,1104,96,2.1997959183673466,105,713.865,552.0,0,0.0
12670,10,5,2744.05,1383,57,2.3873563218390803,222,548.8100000000001,276.6,1,0.16666666666666666
12672,330,1,225.89999999999998,78,10,3.79,0,225.89999999999998,78.0,0,0.0
12673,5,2,574.52,349,41,2.560731707317073,321,287.26,174.5,0,0.0
12674,39,4,1844.6,1126,51,2.4827848101265824,169,461.15,281.5,3,0.42857142857142855
12676,25,6,1091.39,664,32,1.9556410256410255,286,181.89833333333334,110.66666666666667,0,0.0
12678,42,10,16481.46,10901,104,2.8058598726114647,311,1648.146,1090.1,1,0.09090909090909091
12679,59,4,951.02,545,42,2.731818181818182,225,237.755,136.25,5,0.5555555555555556
12680,1,4,790.81,439,32,2.7585714285714285,112,197.7025,109.75,0,0.0
12681,15,22,12365.54,7457,266,2.6226623376623377,353,562.07,338.95454545454544,4,0.15384615384615385
12682,4,31,11019.82,5485,208,2.922040404040404,367,355.478064516129,176.93548387096774,0,0.0
12683,4,14,7612.57,4934,176,2.173383685800604,361,543.755,352.42857142857144,5,0.2631578947368421
12684,8,6,2073.63,1973,59,1.4620408163265306,205,345.605,328.8333333333333,0,0.0
12685,28,6,2575.08,1507,116,2.4778145695364238,65,429.18,251.16666666666666,0,0.0
12686,372,1,71.14,106,6,0.8016666666666666,0,71.14,106.0,0,0.0
12688,114,1,4873.8099999999995,3028,171,4.124736842105263,0,4873.8099999999995,3028.0,0,0.0
12689,26,2,1139.61,622,56,2.419142857142857,101,569.805,311.0,0,0.0
12690,206,1,335.01,103,15,4.695333333333334,0,335.01,103.0,0,0.0
12691,28,5,927.8,388,20,2.6351851851851853,329,185.56,77.6,0,0.0
12693,127,4,711.91,247,34,4.0048571428571424,192,177.9775,61.75,2,0.3333333333333333
12694,70,2,761.67,503,31,3.096,112,380.835,251.5,0,0.0
12695,7,4,582.1,220,23,4.785555555555556,203,145.525,55.0,0,0.0
12697,29,3,757.59,503,36,2.266578947368421,140,252.53,167.66666666666666,2,0.4
12700,8,4,4525.99,2944,192,2.3868560606060605,207,1131.4975,736.0,0,0.0
12701,80,2,725.71,674,49,2.5060784313725493,162,362.855,337.0,0,0.0
12702,20,1,201.0,52,11,4.3,0,201.0,52.0,0,0.0
12703,71,1,265.55,163,20,1.8699999999999999,0,265.55,163.0,1,0.5
12704,7,8,1740.84,991,63,3.5271604938271603,162,217.605,123.875,0,0.0
12705,15,8,6382.29,3970,227,2.5840853658536584,341,797.78625,496.25,5,0.38461538461538464
12707,292,1,603.42,256,33,3.236666666666667,0,603.42,256.0,0,0.0
12708,30,10,2442.91,1292,85,3.385578231292517,338,244.291,129.2,6,0.375
12709,15,15,9400.52,3895,92,2.971089108910891,351,626.7013333333333,259.6666666666667,11,0.4230769230769231
12710,97,3,1023.02,844,74,2.098918918918919,104,341.00666666666666,281.3333333333333,1,0.25
12712,29,13,3928.13,1036,57,5.121083333333333,342,302.1638461538462,79.6923076923077,4,0.23529411764705882
12713,1,1,794.55,505,37,2.0845945945945945,0,794.55,505.0,0,0.0
12714,9,5,4294.86,3046,215,2.0846456692913384,285,858.972,609.2,0,0.0
12715,106,1,263.36,190,19,1.5442105263157895,0,263.36,190.0,0,0.0
12716,4,2,963.49,703,59,2.2080597014925374,129,481.745,351.5,0,0.0
12717,151,2,830.98,502,48,2.959433962264151,94,415.49,251.0,0,0.0
12718,71,1,202.25,201,18,1.8733333333333333,0,202.25,201.0,0,0.0
12719,5,2,572.95,370,33,2.868918918918919,59,286.475,185.0,1,0.3333333333333333
12720,3,25,5115.7300000000005,4635,210,2.164795321637427,366,204.62920000000003,185.4,3,0.10714285714285714
12721,32,6,2386.13,1944,132,2.4918064516129035,323,397.68833333333333,324.0,1,0.14285714285714285
12722,85,4,979.63,565,49,3.3436538461538463,65,244.9075,141.25,2,0.3333333333333333
12723,4,5,707.07,433,52,2.9847058823529413,61,141.41400000000002,86.6,0,0.0
12724,5,4,923.41,439,46,2.5555102040816324,327,230.8525,109.75,0,0.0
12725,371,1,371.8,162,23,3.0652173913043477,0,371.8,162.0,0,0.0
12726,28,7,2411.1,3132,56,1.1558119658119657,329,344.4428571428571,447.42857142857144,0,0.0
12727,11,7,3440.7,2068,108,2.433181818181818,309,491.5285714285714,295.42857142857144,1,0.125
12728,71,4,728.33,413,37,3.3997619047619048,261,182.0825,103.25,0,0.0
12729,114,1,417.01,231,25,3.1296,0,417.01,231.0,0,0.0
12731,24,12,18751.91,8429,108,3.292490842490843,341,1562.6591666666666,702.4166666666666,2,0.14285714285714285
12732,180,1,218.26000000000002,110,11,2.2063636363636365,0,218.26000000000002,110.0,0,0.0
12733,234,1,383.95,137,22,3.372727272727273,0,383.95,137.0,0,0.0
12734,353,1,110.39999999999999,88,4,1.185,0,110.39999999999999,88.0,0,0.0
12735,315,2,689.5699999999999,363,37,4.802439024390243,21,344.78499999999997,181.5,0,0.0
12736,333,1,144.0,168,3,1.4400000000000002,0,144.0,168.0,0,0.0
